Description,folio
<ms>twice as long as the ascending <tl>pipe</tl></ms>. This,080r
"that the trussed-up length is <ms>as long as</ms> its straight pipe,",080r
"that the trussed-up length is <ms>as long as</ms> its straight pipe,",080r
&amp; nevertheless does not descend as far down.</ab>,080r
"<m>slate</m>. They are of three colors: reddish, which is not as",080v
perfect as the others because it does not last as long in the fire,080v
perfect as the others because it does not last as long in the fire,080v
"<del>&amp; as</del>, one <del><fr>dard</fr></del> of the color of dark",080v
imprint it on <tl><m><fr>carton</fr></m></tl> as thick as one,080v
imprint it on <tl><m><fr>carton</fr></m></tl> as thick as one,080v
"<ms><bp>finger</bp></ms>, <add>to serve as a pattern,</add> then with a",080v
"the work is largish. They make them in this manner, as you see",080v
"<tl><m>linen</m></tl> over it, &amp; from the back, rub it with a <tl>tooth</tl>, as if you wanted to burnish it, and",081r
"to make it even, as this is important for the casting. <m><tl>Lute</tl></m> also,",081v
<tl>compass</tl> <ms>distances as small as those of the small,082r
<tl>compass</tl> <ms>distances as small as those of the small,082r
cogwheels</ms>. But they make a platform (as they call it),082r
circle into three &amp; then divide this <ms>third part into as many,082r
distances as is necessary with regard to the total division of the,082r
of the teeth as fine as they please.</ab>,082r
of the teeth as fine as they please.</ab>,082r
"Never does <m>lead</m> come so neat as <m>tin</m>.<comment rid=""c_082v_01""/></ab>",082v
"something fine &amp; thin, the entire secret is to cast as hot as",082v
"something fine &amp; thin, the entire secret is to cast as hot as",082v
"well, place your <tl>crucible</tl> as low as possible &amp; at the very",082v
"well, place your <tl>crucible</tl> as low as possible &amp; at the very",082v
"<m><tl>lute</tl></m> it as you know <pro>founders</pro> do. And also, one ought",082v
"<tl>sieved</tl>, as much of one as the other, &amp; join them together",083r
"<tl>sieved</tl>, as much of one as the other, &amp; join them together",083r
<m>Tracing paper burnt</m> over a closed fire is reduced just as,083r
&amp; render it as if impalpable. And <del><fr>d</fr></del> with one,083r
"the <m>sand</m> is hot; &amp; you will cast as neatly as the principal,<comment rid=""c_137r_03""/> &amp;",083r
"the <m>sand</m> is hot; &amp; you will cast as neatly as the principal,<comment rid=""c_137r_03""/> &amp;",083r
"<del>And that the cast be</del> as you press on one side, the other one",083v
as at the beginning you will blow gently.</ab>,083v
"withstands as many castings as you wish, because it renders itself as",084r
"withstands as many castings as you wish, because it renders itself as",084r
"withstands as many castings as you wish, because it renders itself as",084r
"hard as <m>marble</m>, &amp; you can polish it, &amp; the <tl>mold</tl>",084r
makes it withstand <del>more than five</del> as many castings as you,084r
makes it withstand <del>more than five</del> as many castings as you,084r
"good <m>sands</m>, such as <m>felt</m>, <m>burnt bone</m> &amp; <m>iron",085r
"<m>water</m>, which gives them body &amp; compactness, such as <m>glair</m>,",085r
"withstands as many castings as you wish, for it is as hard as",085r
"withstands as many castings as you wish, for it is as hard as",085r
"withstands as many castings as you wish, for it is as hard as",085r
"withstands as many castings as you wish, for it is as hard as",085r
"sand</m>, such as <m>pumice</m>, <m>scales</m> &amp; similar things to",085r
"as <m>copper for cauldrons</m>, which is better than",085v
carry as much <sn>noise</sn> as those of,085v
carry as much <sn>noise</sn> as those of,085v
"grinding it further on the <tl><m>porphyry</m></tl>, as I have done",085v
"lit <m>charcoals</m> on top of it, that it became as if red. I let it",086r
"hollow on the other, as well for the figure as the letters. It is true",086r
"hollow on the other, as well for the figure as the letters. It is true",086r
when a <m>sand</m> is so finely ground that it renders itself dense as,086r
"very neatly, but it does not receive <m>metal</m> so well as if it were",086r
"as in the others, then filled the <tl>frame</tl> with <m>sand from the",086v
"alloyed with <m>☾</m>, as <cn><m>old",086v
"very thin works, such as skillets &amp; other similar things. I have",086v
"neatly. Next, it is true that it often becomes porous, as <m>burned",087v
"earth</m> also does, as <m>fatty sand</m> also does.</ab>",087v
<tl><m>porphyry</m></tl>. And thus it becomes as if impalpable and not,087v
"moistening the finest in a fashion as with <m>glair</m>, &amp; the",087v
"<m>wine</m>, that they do not join so well. But as they are of one",087v
One ought to choose the one which is <del>as</del> in clods,087v
"I have molded it from <m>pure lead</m> cast very <del>neatly</del> hot, &amp; I had as an example the very neat principal,<comment rid=""c_137r_03""/> but the",087v
"<ab><tl><m>Fine copper</m> mortars</tl> do not throw fire, as long as",088r
"<ab><tl><m>Fine copper</m> mortars</tl> do not throw fire, as long as",088r
"it well when it is stained &amp; as if rusty, pass <m>ashes</m> through",088r
"in the <tl>mortar</tl>, I mixed as much of one as the other, and having",088v
"in the <tl>mortar</tl>, I mixed as much of one as the other, and having",088v
must be in one piece &amp; as if taken from a <env>quarry</env> or,088v
"<tl><m>porphyry</m></tl>, as much as I could. Then I mixed <ms>as much",089r
"<tl><m>porphyry</m></tl>, as much as I could. Then I mixed <ms>as much",089r
"<tl><m>porphyry</m></tl>, as much as I could. Then I mixed <ms>as much",089r
of one as the other</ms> &amp; reworked them on,089r
as neatly as <m>tin</m>. <del><fr>Tou</fr></del> The <m>bone of the foot,089r
as neatly as <m>tin</m>. <del><fr>Tou</fr></del> The <m>bone of the foot,089r
"such as <m>tripoli</m>, <m>salts</m>, <m>felt</m>, <m>ashes</m> &amp;",089r
"<ab>Always put the most delicate part, such as the face, above, so that",089r
able to use it well as long as it dries well at ease &amp; far from the,089v
able to use it well as long as it dries well at ease &amp; far from the,089v
"reheating, for it becomes hard as <m>stone</m> &amp;, in this way, is",089v
"relief. Once you have molded with it, pulverize it as before and put it",089v
"not found any that molds as delicately as this one for low<del><fr>f</fr></del><comment rid=""c_089v_03""/> relief. It is",089v
"not found any that molds as delicately as this one for low<del><fr>f</fr></del><comment rid=""c_089v_03""/> relief. It is",089v
"then placing it, thick as <m>mustard</m> or a little more, on the medal,",089v
"sides for transporting them with <tl>straps</tl>, as one carries gout",090v
"the ends of the <pa>orange tree</pa>’s roots, because otherwise, as they",090v
"the tips &amp; would make the tree die. But as they are trimmed, it",090v
"<m><pa>willow</pa> charcoal</m> &amp; blow lightly, then press as before,",091r
&amp; <m>tin</m> is as much of one as of the other. If the piece is difficult,091v
&amp; <m>tin</m> is as much of one as of the other. If the piece is difficult,091v
that is not shiny as if burnished.</ab>,092r
"<ab>It congeals, just as I tried, by boiling it one or two",092v
"<ab>Or else, melt 4 <ms>℥</ms> of <m>tin</m>, &amp; as",092v
"<ab>It can also be congealed, as I assayed, in <m>aquafortis</m> which beforehand will have eaten a little <m>silver</m>.",092v
"<m>tin</m>, <m>looking-glass tin</m>, <m>fine lead</m>, <ms>as much of",092v
"one as the other</ms>, makes a substance that melts very promptly but is",092v
The one that is <del><fr>noi</fr></del> dark red is not as pleasant.</ab>,093v
"a rise in the middle, but it is flat as if it were a sharp ridge, but",094r
"along the whole length, they are just as easy to break as those with",094r
"along the whole length, they are just as easy to break as those with",094r
"made similarly, and there is not as much trouble as with <m>silk</m>,",094v
"made similarly, and there is not as much trouble as with <m>silk</m>,",094v
"&amp; iron</m>, but they are not as <tl>well-forged</tl> as <wp>swords from",095r
"&amp; iron</m>, but they are not as <tl>well-forged</tl> as <wp>swords from",095r
<pl>Spanish</pl> ones are not as well ground coming from the,095r
"emery</m></tl>, fine &amp; soft as <m>flour</m>, &amp; mixed with <m>oil</m>",095r
that it will be just as heavy once mounted.</ab>,095r
&amp; does not wobble. The <m>wood</m> is put there so as not to spoil,095r
"square diamond-shape,<comment rid=""c_095r_11""/> but it is not as good",095r
"as the round one, for, when faceted, the rivet breaks.</ab>",095r
<ab>The first thing the <pro>apprentice</pro> does is to furbish as,095v
"around</add>, only as far as the shape of the blade extends &amp; not",096r
"around</add>, only as far as the shape of the blade extends &amp; not",096r
"as well. When the scabbard is made &amp; sewn with <m>black thread</m>,",096r
"obtained as soon as the <m>ash</m> has heated the <wp>guards</wp> a little, but",096v
"obtained as soon as the <m>ash</m> has heated the <wp>guards</wp> a little, but",096v
"color of water, but as they pass a little beyond blue, it is enough for",096v
"&amp; passes them as is said.<comment rid=""c_097r_05""/> But to gild",097r
"then one layers the <m>gold</m> as above. And first, one gives",097r
"next, one reheats as at the beginning, &amp; one gives the third covering",097r
"grey, as for gilding. And when they are hot, one needs to double the",097r
"third time with the doubled <m>foil</m>, as has been said, then burnish them",097r
strong <tl>burnisher</tl>. Just as the <tl>burnisher</tl> ought not to,097r
"fine sieve</tl>, and next mix it in <m>oil</m>, as is said. But if you",097v
"want to make it more carefully, extract a tear of <m>mastic</m>, as you",097v
"<m><pa>spike lavender</pa> oil</m>, which is not as good.</ab>",097v
One lays the <m>varnish</m> with a <tl><bp>finger</bp></tl> so as make a,097v
length of the <tl>cord</tl> <del><fr>as</fr></del> with the back,098r
"as before &amp; let it cool. When the work cools, it becomes yellow,",098r
"<m>vinegar</m> or finely grind it with <m>water</m>, as you know. It",099r
"also molds very neatly <fr>en noyau</fr>, as I have experimented. But do",099r
<del>as</del> a luster as if it were,099r
<del>as</del> a luster as if it were,099r
"<m>eau-de-vie</m> as above. Heat it on <m>ashes</m> until it is melted,",099v
"fire</env>, as said above, for it thickens by itself in this way,",100r
"But before, one needs to calcine it on a <tl>hot tile or shovel</tl>. And that which will remain from the vapor, mix it with <ms>as",100r
"salt</m>, as you know, is better.",100v
"as is <m>vitrified minium</m> alone, &amp; some <ms>grains of",101r
put it in a <tl><oc>crucible</oc></tl> on <ms>as much</ms> <m>saltpeter</m> &amp;,101r
"themselves. It returned to me a mass, the top a beautiful yellow, as was",101v
As much <m>saltpeter</m><lb/>,102r
As much <m>rock alum</m></ab>,102r
"flesh color. And as for the ground, they make it with <m><fr>azur d’<pl>Acre</pl></fr></m>",102v
"it boil &amp; simmer, but once it is hot, put in a <ms>quarter</ms> as",103r
wooden</m> spatula</tl> <del><fr>t</fr></del> for as long as it takes,103r
wooden</m> spatula</tl> <del><fr>t</fr></del> for as long as it takes,103r
"you to say <del>one</del> <add>9</add> <ms>paternoster</ms>,<comment rid=""c_114r_05""/> and as you say them,",103r
"composition <ms><tmp>for the time it takes you to say 8 paternoster</tmp></ms>, and the 3rd time for as long as 7, &amp; thus",103r
"composition <ms><tmp>for the time it takes you to say 8 paternoster</tmp></ms>, and the 3rd time for as long as 7, &amp; thus",103r
"same as above, until the last &amp; single <ms>paternoster</ms> of",103r
"&amp; <m>wine</m> mixed together, a little tepid, not rubbing, but as if",103r
out as if it had been parted from <m>silver</m>.</ab>,104r
"<m>verdet</m>, &amp; put in <ms>twice as much</ms> <m>coarse salt</m>,",104r
"<ab><m>Sulfur</m> &amp; small <m>gravel</m>, <ms>as much of one as of",104r
"<ab><m>Sulfur</m> &amp; small <m>gravel</m>, <ms>as much of one as of",104r
"<del><fr>soufr</fr></del> <m>salt</m>, &amp; as much",104r
<m><fr>terra merita</fr></m> as <m>sulfur</m>.</ab>,104r
"<ab>Soften the <m>silver</m> like the <m>gold</m>, &amp; apply it as if",104r
"ones, as fine powder beaten with two <m>egg <del>of <m>oil</m></del>",104v
"attach <m>quills</m> as for a <mu>cittern</mu> or a <mu>spinet</mu>,",104v
all gently but not as strongly as before; &amp; if there is any output,105r
all gently but not as strongly as before; &amp; if there is any output,105r
"<ab render=""wide"">As you will see below in the discussion of the",105v
<del><fr>s</fr></del> resists as much as any <m>stucco</m>.</ab>,105v
<del><fr>s</fr></del> resists as much as any <m>stucco</m>.</ab>,105v
"<al>nightingale</al>, as long as it sings, maintains a territory for",105v
"<al>nightingale</al>, as long as it sings, maintains a territory for",105v
"itself alone. Approach, therefore, making as if searching the ground for",105v
<ab><m>Plaster of <pl>Paris</pl></m> is as firm as <m>stone</m> &amp;,106r
<ab><m>Plaster of <pl>Paris</pl></m> is as firm as <m>stone</m> &amp;,106r
"When you have it as a <m>stone</m>, choose the hardest bits and those",106v
"Reheated <m>plaster</m> <del><fr>se ga</fr></del> as is said here, keeps",106v
"The hardest <emph><m>plaster</m></emph>, as was said, is the best",106v
"<del>well</del> as finely as possible,",106v
"<del>well</del> as finely as possible,",106v
"<tl>skillet</tl> over an open flame, &amp; as it begins to heat up, stir",106v
"it continuously, and heavy &amp; coarse as it is, it will become so light",106v
"to <del>handling</del> <add>stirring</add>, as if it were <m>water</m>.",106v
"as finely ground raw powder,<lb/>",106v
"stir, because it is full of moisture. As it heats up, it will start to",106v
"it will become like liquid &amp;, as it were, mealy &amp; like bran &amp; boiling in",106v
"as heavy as before, and like a moderately thick paste, &amp; that it is",107r
"as heavy as before, and like a moderately thick paste, &amp; that it is",107r
not so easy to handle as when it is liquid. It is a sign that it is,107r
"exhalations, in the middle &amp; around, as long as a",107r
"exhalations, in the middle &amp; around, as long as a",107r
would be too much &amp; would not set as well. For when it becomes red,107r
"&amp; reheated</m> as said, &amp; of one <ms>part</ms> of <m>tile</m>,",107r
"<m>feather alum</m>, <ms>half</ms> as much as of the <m>brick</m>, namely two",107r
"<m>feather alum</m>, <ms>half</ms> as much as of the <m>brick</m>, namely two",107r
<ab><m><df>Good feather alum</df></m> is white and has a luster as,107v
"long as a <ms><bp>finger</bp></ms>, &amp; is very breakable &amp; wooly",107v
as <m>down</m>. The one made of <m>stone</m> is harder &amp; not so,107v
"this occasion as fine as said, but leave it as the",107v
"this occasion as fine as said, but leave it as the",107v
"this occasion as fine as said, but leave it as the",107v
"firmer &amp; having delicate ends, it appears as no more than a point of",108r
"in a <tl>frame</tl>. For round things, it is not as fitting nor does",108r
it hold in the fire as well as the aforesaid one made with,108r
it hold in the fire as well as the aforesaid one made with,108r
filaments which give bond to the <m>sand</m> without getting burned as,108v
"<ab>As the <m>wax</m> is melted, they have <m>sulfur</m> that is",109r
"direct attack but with sinuous turns &amp; from the side, as do",109v
that is to say bones and everything. And the remains are found as fresh,109v
"as when it had devoured them, such that sometimes, when one presses",109v
are found totally consumed &amp; others as fresh as if it were alive. It,109v
are found totally consumed &amp; others as fresh as if it were alive. It,109v
"&amp; itch, as if you had handled <pa>nettles</pa>. But the most",109v
fresh <m>earth</m></env> &amp; to cover it as if you wanted to bury it.,109v
"never comes out as well as the one from nature, with which you can make",110r
"never comes out as well as the one from nature, with which you can make",110r
"<tl><bp>foot</bp></tl> on top of it, as close to the neck as one can,",110r
"<tl><bp>foot</bp></tl> on top of it, as close to the neck as one can,",110r
"In three,<comment rid=""c_110r_03""/> it is almost as thin as it will be afterward if it does not eat.",110r
"In three,<comment rid=""c_110r_03""/> it is almost as thin as it will be afterward if it does not eat.",110r
"&amp; does not obstruct the small lineaments as much, and makes the",110v
"<ab>This one, moistened &amp; well beaten &amp; kneaded as you know, is",111r
"<tl>molds</tl>. But take heed that it is not too soft, but rather as if",111r
"throughout, except at the point. And then, one must make them as long as",111r
"throughout, except at the point. And then, one must make them as long as",111r
"than to promptly cut off his head. <tmp>In the spring</tmp>, as they",111v
"<ab>Once everything is reheated as said above, take four 4 full",111v
mold it as soon as <del>after</del> possible,112r
mold it as soon as <del>after</del> possible,112r
"head of the animal as <del><fr>q</fr></del><comment rid=""c_112v_05""/> high as it must be, &amp; if",112v
"head of the animal as <del><fr>q</fr></del><comment rid=""c_112v_05""/> high as it must be, &amp; if",112v
arrange it as it was. Push the other end of the <tl>point</tl> in the,112v
of the body &amp; the feet &amp; the entanglement as you think will,112v
"places. But heed as a secret to not plant, in the first go, the",112v
"it. But place <m>wax</m>, <ms>as much as a <m>grain of",113r
"it. But place <m>wax</m>, <ms>as much as a <m>grain of",113r
"piece to close it as you see in b.<comment rid=""c_113r_02""/> Then, with a <tl>small curved",113r
"as thick as two <ms><bp>thumbs</bp></ms>, in order that when you",113r
"as thick as two <ms><bp>thumbs</bp></ms>, in order that when you",113r
"thick sides of the <tl>mold</tl>, but on the edges. And as soon as you",113r
"thick sides of the <tl>mold</tl>, but on the edges. And as soon as you",113r
"some <m>common fountain water</m>, &amp; mix into it <ms>as",113v
much <m>sal ammoniac water</m> as can be held in an,113v
"<m>egg</m></ms>, <add><mark>#</mark></add><comment rid=""c_112r_02""/> composed as mentioned.",113v
"the lighter part, <del>which <fr>es</fr></del> as is always at the surface, with a shaking motion, &amp;",113v
"scrapes as well <ill/><fr>mme</fr> too weak &amp; soft. And it will not<comment rid=""c_113v_02""/> let",113v
"most delicate parts are enclosed, such as the legs, the tail, &amp;",114r
"little <m>saliva</m>, <add>or with <m>clear water</m>, as you uncover",114r
"imbibed, dip the <del><fr>mo</fr></del> reverse of the <tl>mold</tl>, as",114r
"However, leave the <tl>point</tl> of the throat, so that it serves as a",114r
"this is the secret which makes it come out neat. And next, as promptly",114v
"as will be possible for you, before the <m>eau-de-vie</m>",114v
"<del>not</del> evaporates, wet your <m>sand</m> and cast it in thrusts and by blowing &amp; moving the <tl>mold</tl> as you did",114v
"long shape of a <mu>mandore</mu>, as mentioned, because of the cast.",114v
"gate &amp; vents, &amp; place the <tl>clamps</tl>. As for the animal, so",114v
"before opening it, as for <al>crabs</al>.</ab>",114v
"all. But as you dip the reverse of the <tl>mold</tl> in <m>water</m>,",114v
"order to have a better grip, and separate them with strength as if you",114v
next it dries out as you fix &amp; arrange it on the <m>clay</m>,115r
"&amp; does not go so much at once, &amp; does not become as porous. This",115r
"<del>so long as</del>, being well reheated, so long as it remains red on the inside when you will cast.</ab>",115r
"<del>so long as</del>, being well reheated, so long as it remains red on the inside when you will cast.</ab>",115r
<tl><bp>hand</bp></tl></sn> when you want to cast. As for the,115v
"<m>alloyed tin</m>, the same as mentioned, it is necessary that it is",115v
"<tl>clamps</tl>, as is said, make at the end of the <tl>forge</tl>",115v
"by little and not all at once. Finally, as they will begin to become white,",115v
<ab> One needs to mold them as soon as they are picked because they,116r
<ab> One needs to mold them as soon as they are picked because they,116r
"that for bouquets, the <m>sand</m> be not as thick as for <al>snakes</al>",116r
"that for bouquets, the <m>sand</m> be not as thick as for <al>snakes</al>",116r
"tenacious, as are natural animals, which are soft &amp;",116r
"without shaking the <tl>mold</tl>, &amp; does not become as porous.</ab>",116r
"it being curled, with <m>common plaster</m>, <add>reheated as said</add>",116v
"<tl>molds</tl>, as said, then they cast it in <m>wax</m>. In that way",116v
"they have <al>snakes</al> that they can twist as they like, and then",116v
"they cast them in <m>metal</m>, as is said.</ab>",116v
"or two</ms> of <m>lead</m> or <m>tin</m>, put with the <m>rosin</m> as",116v
much <m>looking-glass tin</m> <ms>as the size of a <oc><pa>hazelnut</pa></oc>,116v
"two times, however not as much the second time for <m>lead</m> &amp;",116v
"<m>tin</m> as for <m>silver</m> &amp; <m>gold</m>. For for these, they",116v
"The principal is <m>sal ammoniac</m> &amp; a little <m>fine tin</m>, as",116v
"you want to cast, as you see in the margin, marked A. Put &amp; prick at",117r
"<del><tl>mold</tl> of <fr>t</fr></del> circle &amp; shape of <m>clay</m>, as you",117r
"take the one that you have prepared to be cast, as we have taught you,",117r
pour in it will be of equal thickness <del>as</del> everywhere &amp;,117r
"a strong stalk &amp; stem, you can cast it lying down, as had been said.",117r
The <pa>asparagus</pa> stalk is so hard that most often it remains as,117v
"<m>alum</m>, in order that being <del><fr>chau</fr></del> as if lukewarm",117v
"when you cast it, the <m>oil</m> will not refuse it, as it does with",117v
"composed, as is said, of <m>plaster</m>, <m>brick</m> &amp; <m>feather alum</m>, is excellent for casting in <tl>frames</tl>, and I",118v
"water</m></df>, made of <m>sal ammoniac</m>, <ms>as much as two",118v
"water</m></df>, made of <m>sal ammoniac</m>, <ms>as much as two",118v
"same size as a <tl>bottle in which one boils <m>tisane</m></tl></ms>,<comment rid=""c_118v_02""/> or in a",118v
the</del> &amp; edge of the medal &amp; on the nearby <m>sand</m> as well. In,118v
"Make the gate so that it is not too thick, so as not to overcharge the",118v
"<ab> As I saw that they did not <m>smoke</m> anymore &amp; that, scratching",119r
"it was, <del>a little</del> as it were, a little red. Being in this way quite hot",119r
"medal came out as neat as the principal.<comment rid=""c_137r_03""/> I <m>smoked</m> it with the",119r
"medal came out as neat as the principal.<comment rid=""c_137r_03""/> I <m>smoked</m> it with the",119r
<ab><df><m>Good tin</m></df> is that which is hard as <m>silver</m>,119r
<m>tin</m> &amp; alloyed as is said.</ab>,119r
"<pl>Germany</pl>, which is soft as <m>flour</m> <del>&amp; <fr>presq</fr></del>",119r
"which is light &amp; soft, and handleable as <m>wet flour</m>, adheres",119v
"<m>gild</m> it with <m>fine gold</m>, as uniform as it will be possible",119v
"<m>gild</m> it with <m>fine gold</m>, as uniform as it will be possible",119v
"for <m>sulfur</m> sours, even as it heats. And the <m>sublimate</m> is",120r
"because by its exhalations, it draws everything out as it goes up in",120r
"<tmp>day</tmp></ms> without eating, one needs to feed it as before &amp;",120r
"its form. Having thus chosen it as is needed, take a <tl>box</tl>, in",121r
an <ms><tl>hourglass</tl></ms>. And when the flower is as if,121r
"in order, one over the other, as many as your <tl>box</tl> can contain.",121r
"in order, one over the other, as many as your <tl>box</tl> can contain.",121r
"contracting, it shrivels &amp; closes in on itself, but it must dry in the same state as when you put it there. Now",121r
"rid of that dust &amp; well dried, use it as you know.</ab>",121r
<ab>You need to arrange your animals as said and compose the same <m>sand</m>,121v
"reheated &amp; pulverized</m> in the <tl>mortar</tl>, <ms>as much as you",121v
"reheated &amp; pulverized</m> in the <tl>mortar</tl>, <ms>as much as you",121v
"blow, and beat the <tl>table</tl> to shake the <tl>mold</tl>, &amp; do as",121v
"<m>alloyed silver</m>, as long as it is sweet, is good.</ab>",121v
"<m>alloyed silver</m>, as long as it is sweet, is good.</ab>",121v
<del><fr>trou</fr></del> be uncovered that remains as if,122r
"<md>antidote</md> against its bite, take a little branch, as best",122r
"arranged as you can find, &amp; pose its stem into its mouth. Then put",122r
"<ab>Be careful to clean, as soon as &amp; quickly after you have cast,",122v
"<ab>Be careful to clean, as soon as &amp; quickly after you have cast,",122v
"other small animals can easily be molded hollow for the body, but as for",122v
that all gates be very thin close to the medal &amp; almost not as thick,122v
"as the medal, if it is not very thin like <m>paper</m>. And then, from",122v
"the medal toward the gate, thicken it as it goes, for it comes out better",122v
"<m>Sal ammoniac</m>, <ms>as much as <m>borax</m></ms>, that is to say 1",123r
"<m>Sal ammoniac</m>, <ms>as much as <m>borax</m></ms>, that is to say 1",123r
"<ab render=""wide"">Take these substances, of the best kind you can find. Weigh them as",123r
that the substances can have the <ms>fourth or fifth part</ms> as empty space.,123r
"vent</fr></tl>, &amp; at the beginning, give slow fire, as much for",123v
reheating your <tl><oc>crucible</oc></tl> as for gently letting the fury of the,123v
"day</tmp></ms>. Make each time a good quantity of this substance, so as not to",123v
"cast</del>. Thus, do as you make <m>fine tin</m> on <m>copper</m>,",123v
And just as <m>looking-glass tin</m> sours <m>lead</m> and <m>tin</m>,123v
"<tl><oc>crucible</oc></tl>. The upper one is as if petrified <del>Once</del>,",123v
"dry as said &amp; placed into the <tl>furnace</tl>, have the fire",123v
&amp; is represented as though mixed up &amp; <del><fr>to</fr></del> clumped,124r
"<del><fr>s</fr></del> hollow, to avoid weightiness and costs as well,",124r
"make <m>gold</m> run, makes it as soft as",124r
"make <m>gold</m> run, makes it as soft as",124r
such as that of <cn>écu</cn> &amp; <cn>pistolet</cn>. <del>If</del>,124v
"fire, such as <del><tl>pot</tl></del> in a <tl>reverberatory",124v
"and apply some with the <tl>hot <m>iron wire</m></tl>, as is said, one at",124v
"from one <del>edge</del> <add>side</add> of the tail to the other, as",124v
"are a little long, &amp; they will serve as feeders for the",124v
nevertheless as said. One needs to <m>oil</m> well the first,125r
"thus reheated as powder,<lb/>",125r
<m>sugar</m> without making a gate as do all things that you,125v
you must know as secret that there is need for your <tl>mold</tl> to be,125v
in <m>hot water</m>. Never does the animal come out so neatly as in,125v
"release, there is as much of it in one half of the <tl>mold</tl> as in the other. Make also stro...",125v
"release, there is as much of it in one half of the <tl>mold</tl> as in the other. Make also strong wide gates, close to the animal, in order th...",125v
"<m>plaster</m>, reheated as you know.</ab>",126r
"see it boil with large bubbles <del>as if it</del> on the <m>rust</m>,",126v
"as if it were on the fire; on the <m>filings</m>, it does not boil",126v
<ab>You can mold with it as large a piece as you please. But if you take,126v
<ab>You can mold with it as large a piece as you please. But if you take,126v
"difficult to burn in the <fr>noyau</fr>, such as <pa>asparagus</pa>,",126v
"<pa>thyme</pa>, &amp; similar things, because they stay as <m>charcoal</m>",126v
"<ab>some threads, as much to secure the plants, in order that they do not",127r
"rise <del>by</del> when you throw in your <m>clear sand</m>, as to",127r
"empty space around the plants, which serves as vents &amp; places for",127r
For what makes them stay as <m>charcoal</m> is that they burn in a,127r
"it, the principal stem, with space &amp; as if loose so that it burns",127r
"<pa>Asparagus</pa> always stays as <m>charcoal</m>, like little pins.",127r
"hard in the fire, one as the other. Moreover, there is some",127v
but leave it uncovered &amp; the exit of the vent as well. </ab>,127v
"For <m>gold</m>, one does not need <del><fr>d</fr></del><comment rid=""c_128r_04""/> as much",128r
<del><m>tin</m></del> <m><la>crocum</la></m> as <m>feather alum</m>.</ab>,128r
<pa>hazelnut</pa></ms> of <m>arsenic &amp; <ms>two times as much</ms> of,128r
"grain of <m>steel</m>, as previously described,<comment rid=""c_128r_01""/> take a little",128r
<m>metal</m> as well.</ab>,128r
"render it very liquid &amp; ready to cast and be clarified, as it should",128v
all your <m>silver</m> &amp; make it boil &amp; turn. Cast as soon as,128v
all your <m>silver</m> &amp; make it boil &amp; turn. Cast as soon as,128v
"<m>common salt</m>, <ms>nearly as much of one as the other</ms>. But I",128v
"<m>common salt</m>, <ms>nearly as much of one as the other</ms>. But I",128v
"because it was not as clean of this crust as he fancied, he burned some",128v
"because it was not as clean of this crust as he fancied, he burned some",128v
back. He held as a secret this <m>burned tartar</m> put on top for,128v
"as the plants require. And if you still want it <add>done</add> promptly,",129r
"place darker, fumigate this first color with <m>sulfur</m>, as you",129r
"<tl>points of<m> iron </m>wire</tl>, as if you wanted to mold them, and",129v
"has been taken out</ms>. And they always remain thus, as much for",129v
"<al>snakes</al>, as <al>birds</al> and other things. But it is",129v
"as with flowers, &amp; promptly dry them in the <tl>oven</tl>, which is",129v
"forget to make in its conduit two or three holes and notches, &amp; as",129v
"wire</m></tl>, as you know. In<lb/>",129v
"as one wants, securing it with some tool. Then one finishes drying it in",130r
"little <m>eau-de-vie</m> &amp; hardly any, &amp; they can be served as",130r
"<ab>One needs to plant it on the <tl><m>clay</m> slab</tl>, as has been",130r
"dexterity, as with the little crusts of the second cast, which enter in",130v
"<div id=""p130v_1"" part=""y""><ab>Therefore, as you have molded it on",130v
"one side, which is on the back, in the same fashion as others, uncover its",130v
"as others, but as it will have set, keep from opening the <tl>mold</tl>",130v
"as others, but as it will have set, keep from opening the <tl>mold</tl>",130v
"<ab>It is as difficult to burn as a <al>crab</al>, therefore do for it",130v
"<ab>It is as difficult to burn as a <al>crab</al>, therefore do for it",130v
as you did for the <al>crab</al>.</ab>,130v
"<m>paste</m> of such thickness as you would like, and having anointed",130v
absorbed &amp; would not be as appropriate as <m>butter</m>.</ab>,130v
absorbed &amp; would not be as appropriate as <m>butter</m>.</ab>,130v
It is also necessary that your <m>lead</m> or <m>tin</m> be as if red.,131v
"And as you want to cast, put a piece of <m>rosin</m> &amp; then a",131v
"liquid as <m>water</m>, which is a sign of its perfect heat, &amp; the",131v
"cooled. It is a sign of a good cast, as much for it as for <m>gold</m>",131v
"cooled. It is a sign of a good cast, as much for it as for <m>gold</m>",131v
"as it no longer <m>smokes</m>, one leaves the <tl>mold</tl> to cool until you can",132r
"them, &amp; not on a <tl>grate</tl>, as some do, because they",132r
"<m>charcoal</m>. And as long as the <tl>mold</tl> is humid, the",132r
"<m>charcoal</m>. And as long as the <tl>mold</tl> is humid, the",132r
"<m>charcoals</m> will be as if died down from below. But as it dries,",132r
"<m>charcoals</m> will be as if died down from below. But as it dries,",132r
"<m>charcoals</m>. And as it will begin to redden, do not blow the",132r
"put some in the <m>sand</m>, <del><fr>a</fr></del> <ms>half</ms> as much as",132v
"put some in the <m>sand</m>, <del><fr>a</fr></del> <ms>half</ms> as much as",132v
