Description,folio
"well cleaned. Lastly, having rubbed the <al>crayfish</al> with",141v
"<al>crayfish</al>, the head &amp; the eyes &amp; its little pincers, the",141v
"belly of the <al>crayfish</al>, <del><fr>Aultr</fr></del> and that,",141v
<ab>are not uncovered as much. But because the <al>crayfish</al> is,142r
"<al>crayfish</al> with <m>eau-de-vie</m>. And make your second cast,",142r
"<m><la>crocum</la></m> among your <m>sand</m> when you mold <al>crayfish</al>,",142r
withstands marvelously. Molding a <al>crab</al> &amp; a,142r
"<al>crayfish</al>, it is<comment rid=""c_142r_01""/> all the same. When you have uncovered",142r
"your <al>crayfish</al> on one side, only delay making the second cast as little you can, for <del><fr>el</fr></del> <al>crayfish</al> dry",142r
"your <al>crayfish</al> on one side, only delay making the second cast as little you can, for <del><fr>el</fr></del> <al>crayfish</al> dry",142r
"<al>crayfish</al> well, in such a way that you see an entire half, but",142r
"well, for even if the <al>crayfish</al> were well burned, you",142r
with <m>wax</m> the two little hairy horns of the <al>crayfish</al>,142r
<head>Molding <al>grasshoppers</al> and things too thin</head>,142v
"either a <al>butterfly</al> or a <al>grasshopper</al>, or some delicate",142v
"either a <al>butterfly</al> or a <al>grasshopper</al>, or some delicate",142v
"<al>toad</al>, which can well be molded hollow like all thick animals.",142v
"it about <ms>half</ms> <m><al>horse</al> dung</m>, &amp; then have it",142v
<head>Molding <al>turtles</al></head>,143r
<ab>The <al><env>water</env> turtle</al> is more beautiful to mold,143r
<pl><env><fr>garrigue</fr></env></pl></al> have crooked ones. They are of long,143r
"<al>snakes</al>. One needs to mold them in several pieces, &amp; the",143r
<env>water</env></al> are more vigorous. <al>Those of the,143r
"<pl><env><fr>garrigue</fr></env></pl></al> are thinner, slower &amp; more",143r
sleepy. If you scratch <al>those of the <env>water</env></al> on their,143r
<pl><env><fr>garrigue</fr></env></pl></al> do not.</add></ab>,143r
<head><al>Toad</al></head>,143r
"<ab>They are molded like <al>crayfish</al> <fr>en noyau</fr>, first on",143v
<head><al>Turtles</al></head>,144r
<ab><al>Those of <env>water</env></al> are more beautiful &amp; easier,144r
"release than <al>those of the <pl><env><fr>garrigue</fr></env></pl></al>, which",144r
<al>those of the <env>water</env></al>.</ab>,144r
"your <al>turtle</al> from the <tl>mold</tl> without burning it, it needs",144r
"<m>clay</m>, fill up all the empty space around the <al>turtle</al>,",144r
<tl><m>clay</m> slab</tl> to adapt them there. Your <al>turtle</al></ab>,144r
"<del>the</del> back of the <al>turtle</al>, as you see, &amp; at the",144v
"malleable, like <al>snakes</al> &amp; <al>lizards</al>, want to be",144v
"malleable, like <al>snakes</al> &amp; <al>lizards</al>, want to be",144v
"<al>turtle</al> is thus <del><fr>desp</fr></del> molded,",144v
"of more than half of the <al>turtle</al>, cut &amp; pare down smoothly",144v
"<al>turtle</al> to its <tl>slab</tl> as it was, &amp; secure its two",144v
"<al>turtle</al>, &amp; having also showered it with <m>eau-de-vie</m>,",144v
"of the <al>turtle</al>, they are not undone. Next, uncover the side of",144v
"<al>crayfish</al>, which is the most difficult to mold of the little",144v
"You can mold the <al>turtle</al> with one piece for each side, but one",144v
<head><tl><m><al>Cuttlefish</al> bone</m></tl></head>,145r
"<m>water</m>. Next, use <tl>small <m><al>hog</al> bristle</m> brushes</tl>,",146r
<head>Molding <al>turtles</al></head>,146v
"well uncovered the part of the belly of the <al>turtle</al>, the",146v
<env>water</env></al> do not have ones as deep as <al>those of the,146v
"<pl><env><fr>garrigue</fr></env></pl></al>, which are leaner. And among",146v
"two pieces, which contains the back of the <al>turtle</al>. And to mold",146v
"<al>turtles</al> to make the vent. Your belly shell molded <add>and uncovered</add>,",146v
"the shell of the spine, and make sure that <del><al>turtle</al> of</del>",147r
the tail of the <al>turtle</al> stays between these two strings. This is,147r
"<al>turtles</al>, which are deeply ensconced, it is sometimes awkward.",147r
"<head>Molding the foot of the <al>bittern</al>, or of the",148r
"<al>eagle</al>, or of other birds <comment rid=""c_148r_02""/>for the foot of saltcellars or",148r
<head>Molding <al>turtles</al></head>,148v
"to mold hollow, because you could mold your <al>turtle</al> in two pieces",148v
would be done quickly. But since the <al>turtle</al> is massive &amp;,148v
"<pl>Venice</pl></m>, <m><al>horse</al> dung</m>, a little less",149r
<head>Molding a <al>fly</al></head>,149v
"<ab><al>Large flies</al> can be molded &amp; <del><fr>g</fr></del><comment rid=""c_149v_02""/> made",149v
"<al>butterflies</al>, <al>cicadas</al>, <al>grasshoppers</al> &amp;",149v
"<al>butterflies</al>, <al>cicadas</al>, <al>grasshoppers</al> &amp;",149v
"<al>butterflies</al>, <al>cicadas</al>, <al>grasshoppers</al> &amp;",149v
<head><al>Bat</al></head>,149v
"<ab>For hollow things like <al>turtles</al>, <ms>half</ms> <m>fine",150r
<ab>For <al>lizards</al> that are as thick as one or two,150r
"<al>turtle</al>, and this is done in order that the core does",150v
"these <al>turtles</al> that have a large size &amp; enough thickness, it",151r
"<al>turtle</al>, for you will use this <m>earth</m> as <m>cement</m> if",151v
<del>two</del> <al>turtles</al> &amp; hollow things that,151v
molding a <al>turtle</al> than for twelve <tl>molds</tl> of flowers. If,151v
"<div id=""p150v_1"" part=""y""><ab> And to make the scales of <al>turtles</al>",151v
"<tl>gouge</tl> or the scale of a <al>snake</al> &amp; <al>lizard</al>,",151v
"<tl>gouge</tl> or the scale of a <al>snake</al> &amp; <al>lizard</al>,",151v
"<al>turtles</al> which are not molded hollow do not have as much work,",151v
"legs of a small animal, like a <al>fly</al> &amp; suchlike. It is also",151v
<head>Molding a <al>rat</al></head>,152r
"is made of scaly circles, nearly like the one of a <al>lizard</al>,",152r
"<al>small mouse</al>, you can even put some <m>common oil</m> to lower",152r
the hair. And before molding these animals (except <al>snakes</al> &amp;,152r
"<al>lizards</al>), let them <del>rest</del> remain dead one or two",152r
"<al>rat</al> shed, others anoint it with <m><pa>olive</pa>",152r
feature to a <al>fly</al> foot or under a wing to keep them rigid.,152r
<al>rat</al> burned.</ab>,152r
"The <al>rat</al>, because it is thick, comes out better being hollow if",152r
"it is a <al>big rat</al>. A <al>mouse</al> molds better, because it has",152r
"it is a <al>big rat</al>. A <al>mouse</al> molds better, because it has",152r
"<m>biggish bones</m>, like a <al>bird</al> or <al>rat</al>, without",152r
"<m>biggish bones</m>, like a <al>bird</al> or <al>rat</al>, without",152r
"<ab margin=""left-middle"">If the <al>rat</al> is big, it is good",152r
need it. But one reinforces the <del><fr>f</fr></del> little legs of <al>flies</al> &amp;,154v
&amp; one <m>glues</m> them with <m><al>fish</al> glue</m> that has been,155v
"the flower, like a <al>fly</al> or something similar, <m><al>fish</al>",155v
"the flower, like a <al>fly</al> or something similar, <m><al>fish</al>",155v
"<ab>Cast a <al>lizard</al> or any medal you like in <m>base silver</m>,",156r
"have a <al>lizard</al> hollow to its nails, or any other work, so light",156r
<head>Molding a <al>fly</al></head>,156v
<ab>Take the <al>largest <del><fr>vo</fr></del> flies</al> that go into,156v
"<m><al>pork</al> fat</m> is too soft, and <m>butter</m> is the most",156v
"not come out in <m>tin</m>. The rest of the <al>fly</al> came out well,",156v
One needs to make the gate for the <al>fly</al> from the bottom <del>in,156v
"point</tl>, as you know, to which the <al>fly</al> attaches itself,",156v
"<al>fly</al>.<comment rid=""c_156v_02""/><hr/>",156v
"If some flaw happens to the wings of your <al>fly</al>, beat some",156v
"with <m><al>fish</al> glue</m>, prepared as put below. And before, heat",156v
They mold in two <tl><m><al>cuttlefish</al> bones</m></tl> their animal,157r
"two <tl><m><al>cuttlefish</al> bones</m></tl>, they place between these",157r
"<head margin=""left-top""><al>Flies</al></head>",157r
better. Take heed when taking the <al>fly</al> to not break the legs &amp; to not,157r
"off. And if this happens to you, <m>glue</m> with <m><al>fish</al><lb/>",157r
or fashion some out of <m><al>swine</al> bristle</m> or<lb/>,157r
"<al>fly</al> with one <tl>point</tl> in the middle of the body, &amp;",157r
<head>Molding a <al>bird</al></head>,157v
"said <al>bird</al>, <add>in order</add> that it only shows one leg",157v
"weak to support the mass of a <al>solid bird</al>. And for this reason,",157v
same way that black of <m><al>ox</al> foot bone</m> looks bluish. And,158v
<m><al>Fish</al> glue</m></head>,159r
"burned <del>you</del>, like <al>crayfish</al>, you cannot open it to",159v
"<ab>One can make <al>flies</al> from it by hand without casting, &amp;",160v
<head>Catching <al>crayfish</al></head>,160v
"<al>cow</al> or <al>sheep</al></m>, &amp; with a small <tl>string</tl>",160v
"<al>cow</al> or <al>sheep</al></m>, &amp; with a small <tl>string</tl>",160v
"<tl>stick</tl>. Put in <env>water where <al>crayfish</al> eat</env>,",160v
<head>Catching <al>passerines</al></head>,160v
<head>Catching <al>birds</al></head>,160v
"<ab><tmp>In winter</tmp>, when the <al>birds</al> have molted, skin them",160v
"would be dried, the <al>fly</al> would",160v
get into their eyes <add>and make <al>worms</al></add>. <tmp>In,160v
<head><al>Bittern</al> foot</head>,162v
<head><al>Crayfish</al></head>,163v
<tl>very small <m><al>hog</al> bristle</m> brushes</tl>.</ab>,163v
"When you make the gate of some delicate animal, like a <al>snake</al>,",164r
"before melting it for casting <al>lizards</al> &amp; animals, for it",164r
"<al>little viper</al> of <m>silver</m>, and I made the alloy out of 4",164r
<head><m><al>Dragon</al>’s blood</m></head>,165r
<head>Repairing <al>snakes</al> and <al>lizards</al></head>,165r
<head>Repairing <al>snakes</al> and <al>lizards</al></head>,165r
"<m>iron or steel wire</m></tl>, &amp; <m>glue</m> with <m><al>fish</al>",165r
<head><al>Fly</al> wing</head>,165v
"<head>Joining some <al>fly</al> wing, or similar</head>",165v
"<ab render=""wide"">They are joined with <m><al>fish</al> glue</m> mixed with",165v
As the <al>hen</al> carefully searches the garbage thrown out of a,166r
"<al>chicks</al>, thus one distributes to <pro>orphans</pro> that which",166r
bells</tl> worn by <al>oxen</al> or <al>mules</al> on a,168r
bells</tl> worn by <al>oxen</al> or <al>mules</al> on a,168r
<underline>Molding <al>turtles</al></underline><lb/>,169r
<underline><al>Birds</al></underline><lb/>,169r
<underline>Molding <al>crab</al> - put</underline><lb/>,169r
<mark>+</mark> <underline><al>Crayfish</al> put and,169r
<al>Grasshoppers</al><lb/>,169r
<al>Barbels</al><lb/>,169r
<al>Butterflies</al><lb/>,169r
<underline><al>Flies</al></underline><lb/>,169r
<al>Bats</al><lb/>,169r
Molding <al>fish</al><lb/>,169r
<underline><al>Stag beetle</al></underline><lb/>,169r
Foot of a <al>bittern</al> molded<lb/>,169r
