Description,folio
"heed that the <wp>guards</wp> do not pass too far beyond grey, for they would throw",096v
"color of water, but as they pass a little beyond blue, it is enough for",096v
"over them with a <tl>feather</tl> while they are cold, and next turns them over a good <m>charcoal</m> fire that is on the",096v
"<m>charcoal</m> or the <m>ash</m>. And when they do not <m>smoke</m> anymore,",096v
"&amp; gild with <m>silver</m>, they ought not to pass more than a little",097r
"grey, as for gilding. And when they are hot, one needs to double the",097r
"&amp; a small <tl>burnisher</tl>. And then, reheat &amp; apply until they",097r
it will seem that they are <al>fleas</al> &amp; blemishes. Once well,097v
The <pl>Italians</pl> scarcely varnish their paintings because they layer,097v
"their paintings very thick, &amp; they are a <tmp>long time</tmp> drying",097v
"on the inside, though on top they make a dry skin &amp; crust.</ab>",097v
"work well if they do not have good <bp>breath</bp>, for if they have a",097v
"work well if they do not have good <bp>breath</bp>, for if they have a",097v
"<ab>They take a little <m>turpentine</m>, &amp; <m>oil of turpentine or",098r
"<ab>To <m>tin</m> nails well, and other work, they <tl>file</tl> their",098r
"work very neatly. Then to clean it well &amp; rid it of grease, they",098r
"make it boil in <m>vinegar</m>, then they wipe it well with a",098r
"<tl><m><pa>linen</pa></m> cloth</tl>. Next, they heat it &amp; pass some",098r
"<m>varnish</m>. This done, they melt some <m>pure &amp; fine tin</m> in",098r
"box. And when the <m>tin</m> is well melted &amp; moderately warm, they",098r
"throw in <m>rosin</m> to burn the <m>filth</m>, &amp; then they let the",098r
"remained there for seven or eight <ms><tmp>pauses</tmp></ms>, they take",098r
"in leaf</m>, thus at the end of a <tmp>year</tmp>, they can be clarified",098r
they have a larger muzzle than others.</ab>,098v
"for being thus prepared, they take long to cook. But take heed to test",098v
"company of others if they are not in a separate cage. For teaching them to whistle well, one needs to take them from the nest before they can",098v
"company of others if they are not in a separate cage. For teaching them to whistle well, one needs to take them from the nest before they can",098v
"having not seen their father and known his voice, they better learn the whistle",098v
"They can be put back on without remaking the bell, which one ought to",099r
"<ab>They want to be pruned often, otherwise they die &amp; do not bear",099v
"<ab>They want to be pruned often, otherwise they die &amp; do not bear",099v
<ab>They are very difficult to <tl>bore</tl> when they are of,099v
<ab>They are very difficult to <tl>bore</tl> when they are of,099v
"<ab>One does not make them in the pit if they do not fit.<comment rid=""c_069r_04""/></ab>",099v
"not <m>verdet</m> nor <m>orpiment</m>, for they cause the",100r
"somewhat transparent</m>, &amp; if they are perfectly transparent it",100v
"pure <m>copper</m></tl>, and grind them until they become very fine",100v
"&amp; soft powder, and this is a sign that they have taken the substance",100v
"<del><fr>e</fr></del><comment rid=""c_070r_03""/> <m>sandiver</m> that they find at the",100v
They are made in an <ms><tmp>hour &amp; a half</tmp></ms>.,100v
"<ms><tmp>hour &amp; a half</tmp></ms> on the fire, for they could burn.",101r
"<m>varnish</m>, they mix in <m>thoroughly pulverized yellow amber</m>.</ab>",101v
"<ab>They paint in <m>oil</m> without lines, except for the faces where",102v
"they trace the nose &amp; the mouth with black in small work, then they",102v
"they trace the nose &amp; the mouth with black in small work, then they",102v
"make strokes &amp; highlights in white, next they coat all with",102v
"flesh color. And as for the ground, they make it with <m><fr>azur d’<pl>Acre</pl></fr></m>",102v
"one color, &amp; thus for other colors. Next, they put underneath it a",102v
"once they begin to curdle, stir continuously with a <tl><m>new",103r
"in <m>water</m> &amp; leaving it to soak, they rub the <al>dogs</al>",103r
"<ab>Colors laid down twice are thicker in and of themselves, if they",105r
"best there, they are grafted <ms><tmp>in the month of",105v
"they like the best, &amp; the <tmp>season of their pleasure</tmp>. The",105v
"be kept for a <tmp>long time</tmp>, for if they are alive, they get",106r
"be kept for a <tmp>long time</tmp>, for if they are alive, they get",106r
"thin, and if they are <del>dry <fr>il</fr></del> dead, they wither.</ab>",106r
"thin, and if they are <del>dry <fr>il</fr></del> dead, they wither.</ab>",106r
awkward to extract when burnt because they are small &amp; delicate.,106v
them until they have been quite red for one or two,106v
pierce like they would with a <m>linen</m>. The dangerous ones are,107r
<add>azure</add> eyes. They hardly ever bite <env>in,107r
metal</m> that they cast</tl> because it reduces <del>with</del> &amp;,108r
"<ab>As the <m>wax</m> is melted, they have <m>sulfur</m> that is",109r
"melted in a <tl>spoon</tl> or <tl><oc>crucible</oc></tl>, &amp; they pour some",109r
<ab>It is better that they should be fixed through the blast-pipe in some piece of,109r
"thick plank, <del><fr>q</fr></del> for they are more secure for it; next, you can lightly",109r
"removed, they get sore gums &amp; mouth, &amp; can no longer eat. You",109r
"for they do not eat anything dead. Also, I have noticed that</ab>",109r
"<ab>when they want to bite or eat something, they do not bite with a",109v
"<ab>when they want to bite or eat something, they do not bite with a",109v
"<ab>When they feel taken, they hardly bite &amp; do not have the power",110r
"<ab>When they feel taken, they hardly bite &amp; do not have the power",110r
"to harm, unless they are really big <al>snakes</al>. The main thing is",110r
"water</m> would dissolve them awkwardly, although once reheated, they",110v
"than to promptly cut off his head. <tmp>In the spring</tmp>, as they",111v
"have changed skin, they are more beautiful.</ab>",111v
"<m>gold</m>, or other <m>metal</m>, because they have rougher scales",111v
"to eat. For if you keep them without feeding them, they wither &amp;",112r
and not so far in front that they jut out beyond the body of the animal,112v
well of <m>rust</m> so that they do not take away some skin.<hr/></ab>,112v
thickest <m>strings of <mu>spinets</mu></m>. And it is better that they,113r
"<del><fr>es</fr></del> <ms><tmp>days</tmp></ms> to dry, for they stay",114v
</figure>. They,115r
"&amp; cleaned, casting soonest is best, because if you keep them, they",115r
"themselves for a <ms><tmp>half hour</tmp></ms>, so that they heat little",115v
"by little and not all at once. Finally, as they will begin to become white,",115v
on top &amp; blow with your <tl>little bellows</tl> until they are,115v
"inside, this will be your signal that they are reheated enough. But if",115v
"it will be enough that they are dried well on the same fire, if it is",115v
for casting <m>tin</m>. They reheat better in a <tl>reverberatory,115v
from the fire before they<lb/>,115v
One must not reheat them before they<lb/>,115v
"are dry and firmed up, for they would<lb/>",115v
They are reheated enough when the entire hole of the gate is red. When,115v
<ab> One needs to mold them as soon as they are picked because they,116r
<ab> One needs to mold them as soon as they are picked because they,116r
"<ab>Check if they release well. If they do not, fill with <m>wax</m>",116r
"<ab>Check if they release well. If they do not, fill with <m>wax</m>",116r
because they are firm &amp; hard &amp; would not be malleable for taking,116r
<ab><del><fr>Aulcu</fr></del> Because <tmp>in the winter</tmp> they hide,116v
"<tl>molds</tl>, as said, then they cast it in <m>wax</m>. In that way",116v
"they have <al>snakes</al> that they can twist as they like, and then",116v
"they have <al>snakes</al> that they can twist as they like, and then",116v
"they have <al>snakes</al> that they can twist as they like, and then",116v
"they cast them in <m>metal</m>, as is said.</ab>",116v
"<m>tin</m> as for <m>silver</m> &amp; <m>gold</m>. For for these, they",116v
"one will want to mold them, so that they do not wilt. Or, if you need to",117r
If the plants are so delicate that they rise to the top when you pour,117r
"<del><fr>p</fr></del> a slender exit, they make two errors: the first, that",117v
<ab>They can be cast well in <m>gold</m>. But if you want to,117v
"<env>grottos</env>, if they are stripped of the first crust of their",118r
"shell with <m>aquafortis</m>, for they truly appear to be made of",118r
"well the fire, <del>&amp;</del> they will not crack at all, especially",118r
"if, with <tl>presses</tl>, they are squeezed well between two",118r
"<m>sand</m></tl>, &amp; in this way they will make no flashing. But if they do",118r
"<m>sand</m></tl>, &amp; in this way they will make no flashing. But if they do",118r
any other because they are light. One mixes in small pieces of,118r
for they would <del>make</del> hinder a good release. I blew on my medal,118v
"way, they dry out gently. And if, by chance, from",118v
"being too moistened they should crack, it is on the back, which <del><fr>pr</fr></del>",118v
<df>To dry <tl>frames</tl></df> is to rid them of humidity so that they no,118v
"<ab> As I saw that they did not <m>smoke</m> anymore &amp; that, scratching",119r
the back &amp; the front of the cast &amp; having found that they are,119r
"cast several medals in a <tl>large frame</tl>, they will come out",119r
"<m>gold</m>. Some add <m>sulfur</m>, but they &amp; others are wrong,",120r
"in a <tl>barrel full of earth</tl>, &amp; keep them there &amp; they",120r
<del><fr>ce</fr></del> pick them when they are in full vigor &amp;,120v
"is past</ms> or when they are starting to wilt, they would not keep.",120v
"is past</ms> or when they are starting to wilt, they would not keep.",120v
Fortify them with <m>straw</m> or something else so that they may not,121r
"break, and seal them well with <m>wax</m> so that they may not breathe.",121r
"And if they had a <m>glass</m> lid, well-sealed with <m>wax</m>, they",121r
"And if they had a <m>glass</m> lid, well-sealed with <m>wax</m>, they",121r
become perfectly white on the fire because they put it to whiten after the,121v
"<tl>molds</tl> &amp; fortify them, for they must be all red. One",121v
"<m>silver</m> run in their works, they would buy much of it. Some buy it five",121v
"with <tl><m>iron wire</m></tl>, &amp; reheat them again until they will",121v
but that is when they are small.</ab>,122r
they are exhaled.</ab>,123r
"and large wares</pro>, for at the end of their works, they can <m>solder</m>",123r
"And with a little of this substance, they <m>solder</m> over the other",123v
if they are not very small. But to make the core &amp; the,124r
drawn threads between the grass that they make <env>in the fields</env>,124r
"beautiful. <add>Otherwise, they are matte.</add></ab>",124v
"<m>wax</m>, they put the <tl>molds</tl> in a <tl>pot</tl> &amp; cover",124v
"that holds them together &amp; tight. Then, they reheat the",124v
"everything is quite red, they cast the <m>gold</m>. <m>Fine gold</m> does",124v
"are a little long, &amp; they will serve as feeders for the",124v
"first <m>steel</m>, first melted from its <m>ore</m>, they",125r
"<env>rain</env>, especially if they are<lb/>",125r
require several pieces. They are molded in <m>plaster</m> to be cast in,125v
"the contrary, rub them in reverse in order that they stand up for",125v
"animals, for they will only be more visible. Also, do not wait for the",125v
"thing, so that they are very close together and release well, &amp; only",126r
"that they are harder from it. But it makes the <tl>mold</tl> less dense,",126v
"<pa>thyme</pa>, &amp; similar things, because they stay as <m>charcoal</m>",126v
"in the small conduits, &amp; if they do not reduce well into",126v
"<ab>some threads, as much to secure the plants, in order that they do not",127r
"evacuating, &amp; to give air to the plants so that they burn better.",127r
For what makes them stay as <m>charcoal</m> is that they burn in a,127r
"Try to take it, and <pa>thyme</pa>, at the beginning, when they are",127r
They are made when <del>the animal is</del>,127r
"be <m><tl>luted</tl></m> until they have been reheated once, and they have been cleaned",127v
"be <m><tl>luted</tl></m> until they have been reheated once, and they have been cleaned",127v
they are cracked. For there is <m>plaster </m>that is not so,127v
&amp; let dry a little. But keep yourself from <m><tl>luting</tl></m> <del>that they are,127v
"<add><m><tl>Lute</tl></m> thickly your <tl>molds</tl>, &amp; if they are small, you can",127v
"first reheating, for at the second, they no longer crack.</ab>",127v
"raw tartar, coarsely pulverized</m>, for in this way, they have more",128r
"to whiten their works, especially rough ones, because they only",128v
They are awkward to mold because the petals are very fine &amp; weak,129r
<del>they</del> dry them in an <tl>oven</tl> <ms>after the <m>bread</m>,129v
"has been taken out</ms>. And they always remain thus, as much for",129v
necessary that they be dried promptly.</ab>,129v
"them like <m>gemstone foils</m>, to see if they take color",129v
with the backbone downward. In this manner they take,130r
"they seem to be jet. One gives it a painted tongue, horns, wings &amp;",130r
"little <m>eau-de-vie</m> &amp; hardly any, &amp; they can be served as",130r
"them, &amp; not on a <tl>grate</tl>, as some do, because they",132r
"they will kindle by themselves. And when it is dry on one side, turn it to",132r
"When you want to reheat your <tl>molds</tl>, <del>&amp;</del> be they",132r
"of the features, if they are made of <m>silver</m>.</ab>",132v
"<tl>clamps</tl> on again, but not in the first place where they were.",133r
"when removing the <tl>pin</tl>, they are not removed from their place,",133v
order that they remain secure. When you have made the first cast &amp;,134r
"Take <pa>vine</pa> leaves to mold as they are in growth, likewise with",135r
"having been cut, or when they rebud <tmp>in autumn</tmp>, because the",135r
"contain a lot of <m>calamine</m>. However, as they are thin, the",136v
"away from the fumes, for they are pernicious</md>. I wanted to use",136v
"when wanting to cast <m>red copper</m>, they yellow it either with",136v
"they want to cast, they put in much <m>tin</m>. The <env>cold &amp;",137r
"they want to cast, they put in much <m>tin</m>. The <env>cold &amp;",137r
"<ab>They are made with <tl>flat pincers of <m>iron wire</m></tl>,",137r
"When they are thus fine, they are subject to burning, being put often",137r
"When they are thus fine, they are subject to burning, being put often",137r
it would refuse. Medals are <m>oiled</m> because they are not malleable,137v
"<m>latten</m>, it is necessary that they be perfectly red &amp;",138r
they are made all in one go.</ab>,138r
"on the joints, in order that, when reheating, they do not bend,",138r
<ab>One ought not to mold on <m>brick</m> or <m>wood</m> because they,138r
"and do not have leisure to <tl>forge</tl> it, they melt some",138v
"<tl>things that withstand the fire</tl>, and they flatten it immediately",138v
"better not to put any in, because it leaves <m>filth</m>. But, when they",139r
"are ready to cast, they ought not to forget to throw inside, as well,",139r
"bone</m></tl>, they ought not to be very hot because they will burn the",139r
"bone</m></tl>, they ought not to be very hot because they will burn the",139r
"order that they mix well. Next, mix in, always stirring &amp; in several",139v
releasing well and you remove them if they do not remove,140r
"Cut down the protuberance of the gates, in order that they are smooth",140r
&amp; become more slender &amp; do not have as much body. If also they,141r
to use moderation. They have some hair between the legs &amp; at the end,141r
"little <m>salt</m>, in order that they become very red, &amp; take this as",141r
"sun</env> or on its own, if it has eggs, they will shrink while drying",141v
"for the first cast. However, in order that they do not move &amp;",141v
modeling to arrange the legs in such a way that they do not pass the,141v
"placing them, they sit well on the belly, otherwise the legs would",141v
"they were not to be uncovered and you were to have to pull them, you",142r
"<tl>mold</tl> than on the outside, for in this way, they have more",142v
"enclosed place</env> if they are not quite dry <corr><del><fr>e</fr></del></corr>, for they go moldy. So do",142v
"enclosed place</env> if they are not quite dry <corr><del><fr>e</fr></del></corr>, for they go moldy. So do",142v
<pl><env><fr>garrigue</fr></env></pl></al> have crooked ones. They are of long,143r
"ought not to boil them, for they come apart, &amp; even the shell, from the",143r
"<m>hot water</m>. They come out better hollow, because their great",143r
"shells, however sleepy they are, they move. <al>Those of the",143r
"shells, however sleepy they are, they move. <al>Those of the",143r
"<ab margin=""left-middle"">They die rather quickly in",143r
"<ab margin=""left-middle"">They keep themselves, in the",143r
numbed by the <env>cold</env>. They hide <env>in the earth</env> or,143r
One ought not to mold them as soon as they are dead because they are still too,143r
One ought not to mold them as soon as they are dead because they are still too,143r
"They <tl>sieve</tl> their <m>sand</m>, grind it on <tl><m>porphyry</m></tl>,",143r
"and wet it in <m>water</m>, &amp; they take away the finest, which is on",143r
releases well. Choose the biggest &amp; the lumpiest. Because they,143r
"contain a lot of <m>metal</m>, it is best to mold them hollow, for they",143r
"<ab>They are molded like <al>crayfish</al> <fr>en noyau</fr>, first on",143v
"casting. They can also be cast well in <tl>frames</tl>, provided",143v
"that they are released easily. If they are not, one models them in",143v
"that they are released easily. If they are not, one models them in",143v
"<fr>bi</fr></del> they are weighty, &amp; for this reason, one makes them",143v
When they are better mortified &amp; rested two or three,144r
"<ms><tmp>days</tmp></ms>, they bend and are handled better.</ab>",144r
they are dead the eyes are burst and putrid. You can do this as well,144r
"of the <al>turtle</al>, they are not undone. Next, uncover the side of",144v
"recognize that they are dry enough when, after having brought the inside",145r
"&amp; the imprint of these to the fire, <sn>they cry &amp; crackle once",145r
"When you mold them, if they are not strong enough to hold themselves",145v
"<tl>burin</tl>. For the lumps &amp; scales, they are made either with a",148v
"thinking to separate it from this whiteness, which they deemed to be",149r
"<ab>They are very much helped by <tl><env>water </env>mills</tl>, &amp;",149r
"wire</m>, they redden large masses of <m>iron</m>, &amp; having made it",149r
"into a point, they hook it thus all red &amp; thus promptly",149r
"<m>wooden</m> forms they please turned on a <tl>lathe</tl>. And then,",149v
"with some <m>wax</m>, they model on top masks, festoons, and whatever",149v
"they please. And next they mold in three, in four, or several",149v
"they please. And next they mold in three, in four, or several",149v
"<ab>They take, for one <cn><m>gold</m> <fr>denier</fr></cn>, one",149v
"because they dry out and their legs break.<comment rid=""c_149v_01""/></ab>",149v
"<ab>They have very thin wings, &amp; if they are large &amp; dry and",149v
"<ab>They have very thin wings, &amp; if they are large &amp; dry and",149v
pose <del><fr>qu</fr></del> so that they have their wings half folded. Because in,149v
"this way they will come out better, but support the side of the wings",149v
<ab>They are less subject to cracking while reheating when they are very,150r
<ab>They are less subject to cracking while reheating when they are very,150r
"thick, rather than when they are of little thickness, provided that",150r
"the thickness is sufficient. For being thin, they scarcely need to be",150r
"<tl>mold</tl>, <del><fr>qu</fr></del> they meet up &amp; join like",151r
"for they are molded in two pieces, to repair them with <tl>small",151v
<ms><tmp>days</tmp></ms> to have them more handleable. For they stay rigid,152r
"they are a little softened. However, if you mold it quickly after it is",152r
<ab>They are not made by themselves if they are not aided by some,154r
<ab>They are not made by themselves if they are not aided by some,154r
"in a <tl>bath</tl>, for they are sooner burned than melted. <m>Tin and lead",154r
"<env>pantries</env>, which are not hairy, if it is possible. If they",156v
"soon as you can after they are dead, because if you were to leave them",156v
"themselves, they would not come out well in the cast. They can be",156v
"themselves, they would not come out well in the cast. They can be",156v
planted on a <pa>sage</pa> leaf or similar. They are cast well in,156v
They mold in two <tl><m><al>cuttlefish</al> bones</m></tl> their animal,157r
or other work that they have either already made or modelled in,157r
"two <tl><m><al>cuttlefish</al> bones</m></tl>, they place between these",157r
"then, with <del><fr>ch</fr></del> a <tl><fr>chaple</fr></tl>, they",157r
hollow out as finely as they please the two halves cast in <m>gold</m>,157r
They mold better on a single leaf than <del><fr>n</fr></del> on a bouquet,157r
"since if they appear good &amp; extraordinary in large work, they will",157r
"since if they appear good &amp; extraordinary in large work, they will",157r
"<m>ashes</m> go out. For when the <tl>mold</tl> is hot, they adhere",157v
"against it, &amp; once cold, they separate from it more easily",157v
"feet which passes into the body before casting; thus, they are",157v
They are skinned &amp; filled with <tl><m>cotton cloth</m></tl>. &amp;,157v
"do, in order that they do not lose a <m>feather</m>, weight.<comment rid=""c_157v_04""/> The",157v
"<ab>Because of the great weight of the <m>metal</m>, they want to be put",158v
"in a <tl>press</tl><comment rid=""c_158v_03""/> in order that they do not open.</ab>",158v
"If they are painted with colors on the <m>wax</m>, &amp; if the",159r
<m>eau-de-vie</m> &amp; tempering with <m>hot water</m>. If they are,159r
"you will be able to mold nealy. If they are on <m>wood</m>, one needs to",159r
They are beaten very thin <del>without <fr>se</fr></del>. And the <m>tin</m>,159r
"<ab>Sometimes they are fattened, &amp; by means of the <m>grease</m>, the",159v
"<ab>Make the two sides so that they are, <del><fr>es</fr></del> if it is",159v
"possible, one as thick<del>ness</del> as the other, in order that they",159v
"clean it, &amp; make the cast so that it is not reheated. And when they",159v
"they are rendered musty &amp; humid, &amp; the <tl>mold</tl> is undone",159v
<ab>They are two <tl>sheets of <m>iron</m></tl> attached by four,160r
"<tl>forge</tl> for casting, one cannot know when they tighten too much,",160r
"&amp; very often, they break the <tl>mold</tl>.</ab>",160r
they would melt. And the work of <m>gold</m> can be,160v
&amp; they will quickly come to accumulate on the <m>flesh</m>. Extract gently,160v
"<ab>If they sleep <env>in <m>straw</m></env>, like they usually do,",160v
"<ab>If they sleep <env>in <m>straw</m></env>, like they usually do,",160v
"this is done because, before they</ab>",160v
winter</tmp> they are prepared better &amp; dry by themselves</ab>,160v
"they become very red. Once cooled, repestle them, if need be, <add>and",161r
"furnace</tl>, where they should be be quite red, <tmp>a good space of",161r
"time</tmp>. Once they are reheated in this way, pulverize them &amp; try",161r
"they brag. At the beginning of the first book entitled <el>Clio</el>,<comment rid=""c_162r_08""/> he",162r
"<pl>Argos</pl>, to which they would carry merchandise from",162r
"<pl>Egypt</pl> &amp; from <pl>Assyria</pl>, which they usually sold out",162r
"&amp; to the <pl>river Phasis</pl>, whence they carried off",162r
"<ab>Because they sprout &amp; flower among the first, &amp; thus are",162v
"<tl>molds</tl>, which should not be opened until after they are well",162v
<ab>They readily put <ms>half</ms> of <m>amber</m> &amp; <ms>half</ms>,163r
"<ab>To spare the <m>amber</m>, they readily put a little <m>musk</m> in",163r
"blackness of the <m>musk</m>, they put in a bit of <m>wheat",163r
much force. They make hardly any flashing if they are pressed. But before,164v
much force. They make hardly any flashing if they are pressed. But before,164v
"dried, especially when they are large, and one needs to redden them on",164v
the outside &amp; keep them in continuous heat until they no longer,164v
"to cool <env>in the cold</env>, <del>With</del> for they would crack,",164v
"but leave them to become lukewarm near the fire, &amp; <sn>when they are still of such a heat as you have noticed before by putting",164v
"time</tmp>, for they act like <m>fatty earth</m>, which when drying by itself,",165r
"soon after they are made, &amp;",165r
"<add>Wash them first in <m>clear water</m>, once they have died in the mixture</add></ab>",165v
"&amp; <m>eau-de-vie</m> where you killed the others, and they will keep",165v
they are subject to corrupting.</ab>,165v
"When they are reheated, the thing comes out better.",165v
"<ab render=""wide"">In order that they come out better, put from the gate to the edges",165v
"<ab render=""wide"">They are joined with <m><al>fish</al> glue</m> mixed with",165v
"complain, as they did to <pn>N. the",166r
others from <pl>Tyana</pl> learned by their travels the disciplines of which they called themselves <pro>inventors</pro>,166r
<ab>Among the <m>wax</m> &amp; <m><tl>candle</tl></m> they melt <m>rosin</m>,166v
&amp; not as brittle &amp; dry as the other <m>rosin</m>. They also,166v
"rosette</m> that one can, in order that they do not burst,",167r
"powder</m>, &amp; they are for applying on windows &amp; common doors.",167r
loaded with eight <ms>lb</ms> of <m>powder</m>. And thus they are formed,167r
"according to the effort they have to make. On the outside, they are <del><fr>e</fr></del><comment rid=""c_111v_02""/>",167r
"according to the effort they have to make. On the outside, they are <del><fr>e</fr></del><comment rid=""c_111v_02""/>",167r
"of a regular shape, but on the inside, they are made like a",167r
"the quantity of <m>powder</m> they hold, &amp; so that they do not",167r
"the quantity of <m>powder</m> they hold, &amp; so that they do not",167r
They are xii <ms><bp>thumbs breadth</bp></ms> long &amp; seven in diameter at,167r
"diameter at the muzzle. At the breech, they are vi <ms>lines</ms> thick,",167v
cloth</tl> in order that they do not make any noise. It,167v
<del><fr>s</fr></del> is good that they should sit loaded for some time.,167v
"against the door. If the <wp>petards</wp> are good &amp; do not explode, they",168r
<ab>They mold in <tl><m>paper</m></tl> &amp;,169v
<m>metal</m> would mold as neatly &amp; would not receive. Or else they,169v
<ab>They do not want to be cast in <m>lead</m> or <m>red tin</m> like,170r
"for when hot, they retain the <m>ash</m>. When cold, they are cleaned better. Take a <tl><m>t...",170r
"for when hot, they retain the <m>ash</m>. When cold, they are cleaned better. Take a <tl><m>thin wire of latten</m></tl> or a <tl><m...",170r
"<ab cancelled=""y"" hand=""hande"">They have also received, as part of the revenue of the <tmp>year</tmp> fifteen",170v
"and for the second settlement, they have not yet received anything.<hr/></ab>",170v
